state,race_ethnicity,education,household_income,n
ME,Caucasian,Graduate degree or more,$35k - $70k: middle class,236
ME,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,435
ME,Caucasian,Highschool diploma,$0 - $15k: living in poverty,218
ME,Caucasian,Highschool diploma,$150k+ : upper class,395
ME,Caucasian,Highschool diploma,$15k - $35k: low income,435
ME,Caucasian,Highschool diploma,$35k - $70k: middle class,682
ME,Caucasian,Highschool diploma,$70 - $150k: upper middle class,779
ME,Caucasian,No highschool diploma,$0 - $15k: living in poverty,760
ME,Caucasian,No highschool diploma,$150k+ : upper class,952
ME,Caucasian,No highschool diploma,$15k - $35k: low income,1492
ME,Caucasian,No highschool diploma,$35k - $70k: middle class,2040
ME,Caucasian,No highschool diploma,$70 - $150k: upper middle class,1902
ME,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,111
ME,Caucasian,Undergraduate degree,$150k+ : upper class,330
ME,Caucasian,Undergraduate degree,$15k - $35k: low income,214
ME,Caucasian,Undergraduate degree,$35k - $70k: middle class,477
ME,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,713
ME,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,6
ME,Not Caucasian,Graduate degree or more,$150k+ : upper class,12
ME,Not Caucasian,Graduate degree or more,$15k - $35k: low income,2
ME,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,7
ME,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,11
ME,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,9
ME,Not Caucasian,Highschool diploma,$150k+ : upper class,59
ME,Not Caucasian,Highschool diploma,$15k - $35k: low income,24
ME,Not Caucasian,Highschool diploma,$35k - $70k: middle class,39
ME,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,28
ME,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,52
ME,Not Caucasian,No highschool diploma,$150k+ : upper class,98
ME,Not Caucasian,No highschool diploma,$15k - $35k: low income,82
ME,Not Caucasian,No highschool diploma,$35k - $70k: middle class,117
ME,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,74
ME,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,4
ME,Not Caucasian,Undergraduate degree,$150k+ : upper class,17
ME,Not Caucasian,Undergraduate degree,$15k - $35k: low income,3
ME,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,27
ME,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,16
MI,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,158
MI,Caucasian,Graduate degree or more,$150k+ : upper class,2459
MI,Caucasian,Graduate degree or more,$15k - $35k: low income,371
MI,Caucasian,Graduate degree or more,$35k - $70k: middle class,1242
MI,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,2637
MI,Caucasian,Highschool diploma,$0 - $15k: living in poverty,1383
MI,Caucasian,Highschool diploma,$150k+ : upper class,2503
MI,Caucasian,Highschool diploma,$15k - $35k: low income,2563
MI,Caucasian,Highschool diploma,$35k - $70k: middle class,4930
MI,Caucasian,Highschool diploma,$70 - $150k: upper middle class,5812
MI,Caucasian,No highschool diploma,$0 - $15k: living in poverty,4676
MI,Caucasian,No highschool diploma,$150k+ : upper class,6782
MI,Caucasian,No highschool diploma,$15k - $35k: low income,8838
MI,Caucasian,No highschool diploma,$35k - $70k: middle class,14246
MI,Caucasian,No highschool diploma,$70 - $150k: upper middle class,14062
MI,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,482
MI,Caucasian,Undergraduate degree,$150k+ : upper class,2787
MI,Caucasian,Undergraduate degree,$15k - $35k: low income,1002
MI,Caucasian,Undergraduate degree,$35k - $70k: middle class,2603
MI,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,4694
MI,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,73
MI,Not Caucasian,Graduate degree or more,$150k+ : upper class,435
MI,Not Caucasian,Graduate degree or more,$15k - $35k: low income,104
MI,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,213
MI,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,458
MI,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,406
MI,Not Caucasian,Highschool diploma,$150k+ : upper class,457
MI,Not Caucasian,Highschool diploma,$15k - $35k: low income,572
MI,Not Caucasian,Highschool diploma,$35k - $70k: middle class,740
MI,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,651
MI,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,1693
MI,Not Caucasian,No highschool diploma,$150k+ : upper class,1687
MI,Not Caucasian,No highschool diploma,$15k - $35k: low income,2091
MI,Not Caucasian,No highschool diploma,$35k - $70k: middle class,2247
MI,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,1877
MI,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,137
MI,Not Caucasian,Undergraduate degree,$150k+ : upper class,312
MI,Not Caucasian,Undergraduate degree,$15k - $35k: low income,176
MI,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,358
MI,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,502
MN,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,90
MN,Caucasian,Graduate degree or more,$150k+ : upper class,1476
MN,Caucasian,Graduate degree or more,$15k - $35k: low income,214
MN,Caucasian,Graduate degree or more,$35k - $70k: middle class,600
MN,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,1438
MN,Caucasian,Highschool diploma,$0 - $15k: living in poverty,583
MN,Caucasian,Highschool diploma,$150k+ : upper class,1981
MN,Caucasian,Highschool diploma,$15k - $35k: low income,1313
MN,Caucasian,Highschool diploma,$35k - $70k: middle class,3085
MN,Caucasian,Highschool diploma,$70 - $150k: upper middle class,4380
MN,Caucasian,No highschool diploma,$0 - $15k: living in poverty,1737
MN,Caucasian,No highschool diploma,$150k+ : upper class,4825
MN,Caucasian,No highschool diploma,$15k - $35k: low income,3741
MN,Caucasian,No highschool diploma,$35k - $70k: middle class,7072
MN,Caucasian,No highschool diploma,$70 - $150k: upper middle class,9232
MN,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,274
MN,Caucasian,Undergraduate degree,$150k+ : upper class,2234
MN,Caucasian,Undergraduate degree,$15k - $35k: low income,616
MN,Caucasian,Undergraduate degree,$35k - $70k: middle class,1702
MN,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,3423
MN,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,16
MN,Not Caucasian,Graduate degree or more,$150k+ : upper class,132
MN,Not Caucasian,Graduate degree or more,$15k - $35k: low income,34
MN,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,80
MN,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,95
MN,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,125
MN,Not Caucasian,Highschool diploma,$150k+ : upper class,201
MN,Not Caucasian,Highschool diploma,$15k - $35k: low income,143
MN,Not Caucasian,Highschool diploma,$35k - $70k: middle class,232
MN,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,224
MN,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,430
MN,Not Caucasian,No highschool diploma,$150k+ : upper class,864
MN,Not Caucasian,No highschool diploma,$15k - $35k: low income,737
MN,Not Caucasian,No highschool diploma,$35k - $70k: middle class,1025
MN,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,905
MN,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,34
MN,Not Caucasian,Undergraduate degree,$150k+ : upper class,123
MN,Not Caucasian,Undergraduate degree,$15k - $35k: low income,56
MN,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,137
MN,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,174
MO,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,121
MO,Caucasian,Graduate degree or more,$150k+ : upper class,1427
MO,Caucasian,Graduate degree or more,$15k - $35k: low income,263
MO,Caucasian,Graduate degree or more,$35k - $70k: middle class,818
MO,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,1794
MO,Caucasian,Highschool diploma,$0 - $15k: living in poverty,813
MO,Caucasian,Highschool diploma,$150k+ : upper class,1612
MO,Caucasian,Highschool diploma,$15k - $35k: low income,1532
MO,Caucasian,Highschool diploma,$35k - $70k: middle class,2851
MO,Caucasian,Highschool diploma,$70 - $150k: upper middle class,3033
MO,Caucasian,No highschool diploma,$0 - $15k: living in poverty,3511
MO,Caucasian,No highschool diploma,$150k+ : upper class,4754
MO,Caucasian,No highschool diploma,$15k - $35k: low income,6343
MO,Caucasian,No highschool diploma,$35k - $70k: middle class,9533
MO,Caucasian,No highschool diploma,$70 - $150k: upper middle class,8935
MO,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,331
MO,Caucasian,Undergraduate degree,$150k+ : upper class,1709
MO,Caucasian,Undergraduate degree,$15k - $35k: low income,656
MO,Caucasian,Undergraduate degree,$35k - $70k: middle class,1792
MO,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,2792
MO,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,36
MO,Not Caucasian,Graduate degree or more,$150k+ : upper class,188
MO,Not Caucasian,Graduate degree or more,$15k - $35k: low income,52
MO,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,133
MO,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,195
MO,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,170
MO,Not Caucasian,Highschool diploma,$150k+ : upper class,282
MO,Not Caucasian,Highschool diploma,$15k - $35k: low income,291
MO,Not Caucasian,Highschool diploma,$35k - $70k: middle class,380
MO,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,334
MO,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,805
MO,Not Caucasian,No highschool diploma,$150k+ : upper class,906
MO,Not Caucasian,No highschool diploma,$15k - $35k: low income,1209
MO,Not Caucasian,No highschool diploma,$35k - $70k: middle class,1121
MO,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,967
MO,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,85
MO,Not Caucasian,Undergraduate degree,$150k+ : upper class,129
MO,Not Caucasian,Undergraduate degree,$15k - $35k: low income,111
MO,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,188
MO,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,214
MS,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,38
MS,Caucasian,Graduate degree or more,$150k+ : upper class,465
MS,Caucasian,Graduate degree or more,$15k - $35k: low income,83
MS,Caucasian,Graduate degree or more,$35k - $70k: middle class,281
MS,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,626
MS,Caucasian,Highschool diploma,$0 - $15k: living in poverty,313
MS,Caucasian,Highschool diploma,$150k+ : upper class,616
MS,Caucasian,Highschool diploma,$15k - $35k: low income,603
MS,Caucasian,Highschool diploma,$35k - $70k: middle class,1108
MS,Caucasian,Highschool diploma,$70 - $150k: upper middle class,1194
MS,Caucasian,No highschool diploma,$0 - $15k: living in poverty,1155
MS,Caucasian,No highschool diploma,$150k+ : upper class,1466
MS,Caucasian,No highschool diploma,$15k - $35k: low income,2034
MS,Caucasian,No highschool diploma,$35k - $70k: middle class,3050
MS,Caucasian,No highschool diploma,$70 - $150k: upper middle class,2892
MS,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,124
MS,Caucasian,Undergraduate degree,$150k+ : upper class,566
MS,Caucasian,Undergraduate degree,$15k - $35k: low income,209
MS,Caucasian,Undergraduate degree,$35k - $70k: middle class,569
MS,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,973
MS,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,34
MS,Not Caucasian,Graduate degree or more,$150k+ : upper class,79
MS,Not Caucasian,Graduate degree or more,$15k - $35k: low income,55
MS,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,142
MS,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,198
MS,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,332
MS,Not Caucasian,Highschool diploma,$150k+ : upper class,322
MS,Not Caucasian,Highschool diploma,$15k - $35k: low income,477
MS,Not Caucasian,Highschool diploma,$35k - $70k: middle class,620
MS,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,411
MS,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,1779
MS,Not Caucasian,No highschool diploma,$150k+ : upper class,808
MS,Not Caucasian,No highschool diploma,$15k - $35k: low income,2002
MS,Not Caucasian,No highschool diploma,$35k - $70k: middle class,1699
MS,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,1019
MS,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,78
MS,Not Caucasian,Undergraduate degree,$150k+ : upper class,72
MS,Not Caucasian,Undergraduate degree,$15k - $35k: low income,147
MS,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,232
MS,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,253
MT,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,31
MT,Caucasian,Graduate degree or more,$150k+ : upper class,173
MT,Caucasian,Graduate degree or more,$15k - $35k: low income,60
MT,Caucasian,Graduate degree or more,$35k - $70k: middle class,184
MT,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,303
MT,Caucasian,Highschool diploma,$0 - $15k: living in poverty,191
MT,Caucasian,Highschool diploma,$150k+ : upper class,305
MT,Caucasian,Highschool diploma,$15k - $35k: low income,336
MT,Caucasian,Highschool diploma,$35k - $70k: middle class,564
MT,Caucasian,Highschool diploma,$70 - $150k: upper middle class,595
MT,Caucasian,No highschool diploma,$0 - $15k: living in poverty,442
MT,Caucasian,No highschool diploma,$150k+ : upper class,659
MT,Caucasian,No highschool diploma,$15k - $35k: low income,903
MT,Caucasian,No highschool diploma,$35k - $70k: middle class,1514
MT,Caucasian,No highschool diploma,$70 - $150k: upper middle class,1382
MT,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,87
MT,Caucasian,Undergraduate degree,$150k+ : upper class,266
MT,Caucasian,Undergraduate degree,$15k - $35k: low income,201
MT,Caucasian,Undergraduate degree,$35k - $70k: middle class,448
MT,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,530
MT,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,1
MT,Not Caucasian,Graduate degree or more,$150k+ : upper class,5
MT,Not Caucasian,Graduate degree or more,$15k - $35k: low income,3
MT,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,11
MT,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,18
MT,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,33
MT,Not Caucasian,Highschool diploma,$150k+ : upper class,25
MT,Not Caucasian,Highschool diploma,$15k - $35k: low income,40
MT,Not Caucasian,Highschool diploma,$35k - $70k: middle class,66
MT,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,51
MT,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,168
MT,Not Caucasian,No highschool diploma,$150k+ : upper class,90
MT,Not Caucasian,No highschool diploma,$15k - $35k: low income,158
MT,Not Caucasian,No highschool diploma,$35k - $70k: middle class,241
MT,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,165
MT,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,5
MT,Not Caucasian,Undergraduate degree,$150k+ : upper class,17
MT,Not Caucasian,Undergraduate degree,$15k - $35k: low income,18
MT,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,19
MT,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,28
NC,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,200
NC,Caucasian,Graduate degree or more,$150k+ : upper class,2619
NC,Caucasian,Graduate degree or more,$15k - $35k: low income,415
NC,Caucasian,Graduate degree or more,$35k - $70k: middle class,1315
NC,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,2905
NC,Caucasian,Highschool diploma,$0 - $15k: living in poverty,1120
NC,Caucasian,Highschool diploma,$150k+ : upper class,2605
NC,Caucasian,Highschool diploma,$15k - $35k: low income,2172
NC,Caucasian,Highschool diploma,$35k - $70k: middle class,4369
NC,Caucasian,Highschool diploma,$70 - $150k: upper middle class,5028
NC,Caucasian,No highschool diploma,$0 - $15k: living in poverty,3785
NC,Caucasian,No highschool diploma,$150k+ : upper class,6352
NC,Caucasian,No highschool diploma,$15k - $35k: low income,7243
NC,Caucasian,No highschool diploma,$35k - $70k: middle class,10603
NC,Caucasian,No highschool diploma,$70 - $150k: upper middle class,11106
NC,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,564
NC,Caucasian,Undergraduate degree,$150k+ : upper class,3418
NC,Caucasian,Undergraduate degree,$15k - $35k: low income,1155
NC,Caucasian,Undergraduate degree,$35k - $70k: middle class,3127
NC,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,5136
NC,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,72
NC,Not Caucasian,Graduate degree or more,$150k+ : upper class,555
NC,Not Caucasian,Graduate degree or more,$15k - $35k: low income,159
NC,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,399
NC,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,618
NC,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,636
NC,Not Caucasian,Highschool diploma,$150k+ : upper class,862
NC,Not Caucasian,Highschool diploma,$15k - $35k: low income,1132
NC,Not Caucasian,Highschool diploma,$35k - $70k: middle class,1457
NC,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,1133
NC,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,2841
NC,Not Caucasian,No highschool diploma,$150k+ : upper class,2551
NC,Not Caucasian,No highschool diploma,$15k - $35k: low income,4402
NC,Not Caucasian,No highschool diploma,$35k - $70k: middle class,4564
NC,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,3213
NC,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,207
NC,Not Caucasian,Undergraduate degree,$150k+ : upper class,403
NC,Not Caucasian,Undergraduate degree,$15k - $35k: low income,403
NC,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,781
NC,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,898
ND,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,9
ND,Caucasian,Graduate degree or more,$150k+ : upper class,129
ND,Caucasian,Graduate degree or more,$15k - $35k: low income,24
ND,Caucasian,Graduate degree or more,$35k - $70k: middle class,48
ND,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,167
ND,Caucasian,Highschool diploma,$0 - $15k: living in poverty,151
ND,Caucasian,Highschool diploma,$150k+ : upper class,322
ND,Caucasian,Highschool diploma,$15k - $35k: low income,194
ND,Caucasian,Highschool diploma,$35k - $70k: middle class,454
ND,Caucasian,Highschool diploma,$70 - $150k: upper middle class,643
ND,Caucasian,No highschool diploma,$0 - $15k: living in poverty,270
ND,Caucasian,No highschool diploma,$150k+ : upper class,704
ND,Caucasian,No highschool diploma,$15k - $35k: low income,477
ND,Caucasian,No highschool diploma,$35k - $70k: middle class,1015
ND,Caucasian,No highschool diploma,$70 - $150k: upper middle class,1361
ND,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,35
ND,Caucasian,Undergraduate degree,$150k+ : upper class,266
ND,Caucasian,Undergraduate degree,$15k - $35k: low income,83
ND,Caucasian,Undergraduate degree,$35k - $70k: middle class,263
ND,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,449
ND,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,3
ND,Not Caucasian,Graduate degree or more,$150k+ : upper class,5
ND,Not Caucasian,Graduate degree or more,$15k - $35k: low income,5
ND,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,4
ND,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,11
ND,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,22
ND,Not Caucasian,Highschool diploma,$150k+ : upper class,33
ND,Not Caucasian,Highschool diploma,$15k - $35k: low income,26
ND,Not Caucasian,Highschool diploma,$35k - $70k: middle class,43
ND,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,41
ND,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,103
ND,Not Caucasian,No highschool diploma,$150k+ : upper class,84
ND,Not Caucasian,No highschool diploma,$15k - $35k: low income,102
ND,Not Caucasian,No highschool diploma,$35k - $70k: middle class,145
ND,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,119
ND,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,7
ND,Not Caucasian,Undergraduate degree,$150k+ : upper class,5
ND,Not Caucasian,Undergraduate degree,$15k - $35k: low income,11
ND,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,17
ND,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,26
NE,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,36
NE,Caucasian,Graduate degree or more,$150k+ : upper class,355
NE,Caucasian,Graduate degree or more,$15k - $35k: low income,80
NE,Caucasian,Graduate degree or more,$35k - $70k: middle class,232
NE,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,543
NE,Caucasian,Highschool diploma,$0 - $15k: living in poverty,251
NE,Caucasian,Highschool diploma,$150k+ : upper class,596
NE,Caucasian,Highschool diploma,$15k - $35k: low income,541
NE,Caucasian,Highschool diploma,$35k - $70k: middle class,1089
NE,Caucasian,Highschool diploma,$70 - $150k: upper middle class,1338
NE,Caucasian,No highschool diploma,$0 - $15k: living in poverty,845
NE,Caucasian,No highschool diploma,$150k+ : upper class,1359
NE,Caucasian,No highschool diploma,$15k - $35k: low income,1695
NE,Caucasian,No highschool diploma,$35k - $70k: middle class,2740
NE,Caucasian,No highschool diploma,$70 - $150k: upper middle class,3192
NE,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,98
NE,Caucasian,Undergraduate degree,$150k+ : upper class,535
NE,Caucasian,Undergraduate degree,$15k - $35k: low income,242
NE,Caucasian,Undergraduate degree,$35k - $70k: middle class,667
NE,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,1109
NE,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,3
NE,Not Caucasian,Graduate degree or more,$150k+ : upper class,30
NE,Not Caucasian,Graduate degree or more,$15k - $35k: low income,7
NE,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,25
NE,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,31
NE,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,30
NE,Not Caucasian,Highschool diploma,$150k+ : upper class,80
NE,Not Caucasian,Highschool diploma,$15k - $35k: low income,62
NE,Not Caucasian,Highschool diploma,$35k - $70k: middle class,88
NE,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,66
NE,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,187
NE,Not Caucasian,No highschool diploma,$150k+ : upper class,186
NE,Not Caucasian,No highschool diploma,$15k - $35k: low income,297
NE,Not Caucasian,No highschool diploma,$35k - $70k: middle class,401
NE,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,245
NE,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,13
NE,Not Caucasian,Undergraduate degree,$150k+ : upper class,22
NE,Not Caucasian,Undergraduate degree,$15k - $35k: low income,27
NE,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,56
NE,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,52
NH,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,45
NH,Caucasian,Graduate degree or more,$150k+ : upper class,538
NH,Caucasian,Graduate degree or more,$15k - $35k: low income,87
NH,Caucasian,Graduate degree or more,$35k - $70k: middle class,268
NH,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,560
NH,Caucasian,Highschool diploma,$0 - $15k: living in poverty,127
NH,Caucasian,Highschool diploma,$150k+ : upper class,623
NH,Caucasian,Highschool diploma,$15k - $35k: low income,263
NH,Caucasian,Highschool diploma,$35k - $70k: middle class,598
NH,Caucasian,Highschool diploma,$70 - $150k: upper middle class,873
NH,Caucasian,No highschool diploma,$0 - $15k: living in poverty,463
NH,Caucasian,No highschool diploma,$150k+ : upper class,1426
NH,Caucasian,No highschool diploma,$15k - $35k: low income,917
NH,Caucasian,No highschool diploma,$35k - $70k: middle class,1598
NH,Caucasian,No highschool diploma,$70 - $150k: upper middle class,2187
NH,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,73
NH,Caucasian,Undergraduate degree,$150k+ : upper class,751
NH,Caucasian,Undergraduate degree,$15k - $35k: low income,176
NH,Caucasian,Undergraduate degree,$35k - $70k: middle class,460
NH,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,875
NH,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,4
NH,Not Caucasian,Graduate degree or more,$150k+ : upper class,38
NH,Not Caucasian,Graduate degree or more,$15k - $35k: low income,9
NH,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,9
NH,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,29
NH,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,8
NH,Not Caucasian,Highschool diploma,$150k+ : upper class,68
NH,Not Caucasian,Highschool diploma,$15k - $35k: low income,16
NH,Not Caucasian,Highschool diploma,$35k - $70k: middle class,25
NH,Not Caucasian,Highschool diploma,$70 - $150k: upper middle class,25
NH,Not Caucasian,No highschool diploma,$0 - $15k: living in poverty,41
NH,Not Caucasian,No highschool diploma,$150k+ : upper class,152
NH,Not Caucasian,No highschool diploma,$15k - $35k: low income,74
NH,Not Caucasian,No highschool diploma,$35k - $70k: middle class,107
NH,Not Caucasian,No highschool diploma,$70 - $150k: upper middle class,127
NH,Not Caucasian,Undergraduate degree,$0 - $15k: living in poverty,14
NH,Not Caucasian,Undergraduate degree,$150k+ : upper class,51
NH,Not Caucasian,Undergraduate degree,$15k - $35k: low income,16
NH,Not Caucasian,Undergraduate degree,$35k - $70k: middle class,18
NH,Not Caucasian,Undergraduate degree,$70 - $150k: upper middle class,41
NJ,Caucasian,Graduate degree or more,$0 - $15k: living in poverty,138
NJ,Caucasian,Graduate degree or more,$150k+ : upper class,4502
NJ,Caucasian,Graduate degree or more,$15k - $35k: low income,266
NJ,Caucasian,Graduate degree or more,$35k - $70k: middle class,827
NJ,Caucasian,Graduate degree or more,$70 - $150k: upper middle class,2588
NJ,Caucasian,Highschool diploma,$0 - $15k: living in poverty,490
NJ,Caucasian,Highschool diploma,$150k+ : upper class,3203
NJ,Caucasian,Highschool diploma,$15k - $35k: low income,950
NJ,Caucasian,Highschool diploma,$35k - $70k: middle class,1929
NJ,Caucasian,Highschool diploma,$70 - $150k: upper middle class,3449
NJ,Caucasian,No highschool diploma,$0 - $15k: living in poverty,1935
NJ,Caucasian,No highschool diploma,$150k+ : upper class,9776
NJ,Caucasian,No highschool diploma,$15k - $35k: low income,3963
NJ,Caucasian,No highschool diploma,$35k - $70k: middle class,6438
NJ,Caucasian,No highschool diploma,$70 - $150k: upper middle class,10121
NJ,Caucasian,Undergraduate degree,$0 - $15k: living in poverty,376
NJ,Caucasian,Undergraduate degree,$150k+ : upper class,5703
NJ,Caucasian,Undergraduate degree,$15k - $35k: low income,683
NJ,Caucasian,Undergraduate degree,$35k - $70k: middle class,1867
NJ,Caucasian,Undergraduate degree,$70 - $150k: upper middle class,4583
NJ,Not Caucasian,Graduate degree or more,$0 - $15k: living in poverty,90
NJ,Not Caucasian,Graduate degree or more,$150k+ : upper class,1595
NJ,Not Caucasian,Graduate degree or more,$15k - $35k: low income,122
NJ,Not Caucasian,Graduate degree or more,$35k - $70k: middle class,313
NJ,Not Caucasian,Graduate degree or more,$70 - $150k: upper middle class,965
NJ,Not Caucasian,Highschool diploma,$0 - $15k: living in poverty,261
